log_id,user_id,query,clicked_restaurant_id,clicked_rank,action,timestamp
41,user_001,gulab jamun,8,1,click,1785074139
42,user_009,biryani in Jayanagar,2,1,click,1784369045
43,user_035,pure veg biryani in hsr layout under 250,4,1,add_to_cart,1783253610
44,user_017,south indian under 250,7,4,click,1783961448
45,user_046,chinese under 500,5,1,order,1783872415
46,user_006,mishti doi,8,2,click,1782834008
47,user_041,chinese under 250,3,1,order,1785133052
48,user_001,sweet dessert,8,1,click,1784367741
49,user_028,pizza under 300,2,1,add_to_cart,1782986468
50,user_044,chinese under 500,5,1,add_to_cart,1785167458
51,user_040,pure veg pizza in hsr layout under 200,2,5,click,1783561748
52,user_012,masala dosa,7,3,order,1783860025
53,user_007,burger without onion,6,4,order,1783752091
54,user_023,pure veg thali in indiranagar under 250,1,4,click,1782918392
55,user_022,pure veg thali in koramangala under 200,1,2,add_to_cart,1784291950
56,user_044,pure veg thali in koramangala under 200,6,4,click,1783302915
57,user_012,chinese in Indiranagar,5,1,click,1783273810
58,user_047,Italian food,2,1,click,1784434763
59,user_017,chinese under 400,5,1,click,1784999840
60,user_044,pisa under 300,2,1,add_to_cart,1784628129
61,user_040,South Indian dishes,7,1,add_to_cart,1784946162
62,user_021,pure veg pizza in hsr layout under 200,2,1,click,1783623772
63,user_044,Biryani food,3,3,add_to_cart,1784522339
64,user_020,paneer butter masala,1,1,add_to_cart,1784769438
65,user_014,refreshing cold dessert,8,1,click,1784009423
66,user_040,quick bite burger,6,1,add_to_cart,1783761348
67,user_002,pizza under 300,2,1,click,1784729290
68,user_037,authentic hyderabadi taste,3,3,order,1784495402
69,user_045,crunchy french fries,6,1,order,1783737023
70,user_034,noodles without eggs,5,5,click,1784733676
71,user_043,pure veg biryani in koramangala under 300,4,3,order,1785388787
72,user_028,pure veg thali in koramangala under 400,1,1,click,1784810065
73,user_016,Olio Pizza,2,1,order,1783822606
74,user_046,cold coffee,6,3,add_to_cart,1784160096
75,user_009,veg food under 150,1,2,click,1783716520
76,user_030,biryany in hsr,3,2,order,1784452721
77,user_045,peri peri fry,6,3,order,1782843866
78,user_049,dosa in Whitefield,7,1,click,1784866919
79,user_032,pure veg thali in koramangala under 250,1,1,order,1783511384
80,user_040,pizza under 250,2,1,click,1783171238
81,user_030,south indian under 250,7,3,order,1784192153
82,user_022,South Indian restaurant,7,2,add_to_cart,1784587308
83,user_031,veg food under 150,1,1,add_to_cart,1783759592
84,user_042,Koramangala Punjab Grill,1,1,click,1783655316
85,user_010,cheesy meal,6,1,click,1785184596
86,user_045,pure veg pizza in koramangala under 300,2,1,click,1785360435
87,user_046,Punjab Grill,1,2,add_to_cart,1783272536
88,user_037,North Indian food,1,2,order,1783650992
89,user_016,rich gravy curry,1,3,click,1785192830
90,user_035,Italian food,2,1,click,1784941290
91,user_027,mutton dum biryani,4,1,order,1784338263
92,user_046,pure veg thali in indiranagar under 250,1,2,add_to_cart,1785402460
93,user_050,pisa under 300,2,2,add_to_cart,1784170980
94,user_018,pizza under 150,4,2,order,1785209259
95,user_022,Biryani food,3,3,click,1784864069
96,user_022,chinese in Indiranagar,5,1,click,1784986028
97,user_016,biryani under 150,3,1,click,1784816016
98,user_029,pure veg pizza in indiranagar under 300,2,1,add_to_cart,1783748579
99,user_020,chinese in HSR Layout,5,1,order,1785140570
100,user_048,pure veg thali in indiranagar under 200,1,1,order,1783955442
101,user_008,biryani in HSR Layout,4,1,click,1785066713
102,user_012,biryani without mutton,3,2,add_to_cart,1785292043
103,user_039,pure veg pizza in indiranagar under 400,2,1,click,1784061684
104,user_020,veg food under 400,1,1,add_to_cart,1783010043
105,user_019,noddles chinese,5,4,order,1783249420
106,user_019,mutton dum biryany,4,1,add_to_cart,1783592414
107,user_031,dosa in Indiranagar,7,1,order,1784881671
108,user_010,mishti doi,8,2,click,1783860125
109,user_027,Mainland China,5,1,order,1784708731
110,user_038,dosa in Whitefield,5,1,click,1785376114
111,user_049,veg food under 200,1,1,add_to_cart,1783159661
112,user_036,south indian under 350,7,1,order,1784708686
113,user_019,pure veg thali in koramangala under 300,1,4,add_to_cart,1784723482
114,user_041,biryani in Jayanagar,4,3,order,1783300543
115,user_010,bengali sweets special,3,2,click,1783069277
116,user_039,chinese in Whitefield,5,3,order,1783340714
117,user_045,burger in Whitefield,6,3,order,1784655230
118,user_039,South Indian food,7,1,click,1785231696
119,user_049,veg cheese burger,6,4,click,1783553940
120,user_029,light south indian breakfast,3,1,order,1784881584
121,user_023,pure veg thali in koramangala under 300,1,3,click,1783493685
122,user_032,pizza without chicken,2,4,click,1784726815
123,user_050,south indian under 200,7,1,order,1784552422
124,user_049,cheesy meal,6,1,click,1783672922
125,user_019,chinese under 250,5,1,click,1782940224
126,user_016,indial thali veg,1,1,click,1785135447
127,user_008,burger in Koramangala,6,3,click,1784909475
128,user_033,chinese in BTM Layout,5,3,order,1784799770
129,user_010,noddles chinese,5,1,click,1783977802
130,user_022,pure veg biryani in indiranagar under 200,5,1,click,1784005449
131,user_038,steamed idly,8,1,click,1784692092
132,user_022,Italian food,2,1,order,1784168769
133,user_016,noodles without eggs,5,1,order,1783002207
134,user_046,pure veg biryani in hsr layout under 300,7,1,order,1783457112
135,user_009,steamed idli sambar,7,4,click,1784665915
136,user_047,mutton dum biryani,4,1,click,1784788323
137,user_022,biryani in Jayanagar,4,1,click,1784197240
138,user_025,chiken biryani,8,2,click,1785408949
139,user_015,burger in BTM Layout,6,1,click,1783240694
140,user_020,pizza without chicken,1,5,add_to_cart,1783054518
141,user_028,Desserts restaurant,8,5,click,1783532100
142,user_025,spicy noodles,5,1,order,1785265075
143,user_041,pure veg biryani in koramangala under 300,4,1,click,1784770550
144,user_035,hearty thali meal,1,1,add_to_cart,1785283591
145,user_045,pure veg thali in indiranagar under 200,1,1,click,1784432657
146,user_016,pizza under 200,2,1,add_to_cart,1784057424
147,user_018,pure veg pizza in koramangala under 200,2,2,order,1784019522
148,user_039,chinese in Koramangala,5,1,click,1783870341
149,user_050,dosa without potato,7,1,click,1782984487
150,user_003,pure veg biryani in hsr layout under 250,4,1,click,1784056919
151,user_012,pure veg biryani in indiranagar under 200,4,4,add_to_cart,1783509286
152,user_019,pure veg thali in hsr layout under 300,1,1,click,1784783461
153,user_049,biryani under 300,7,1,add_to_cart,1783197894
154,user_017,mutton dum biryani,4,1,add_to_cart,1783918721
155,user_024,traditional north meal,1,5,order,1782924097
156,user_021,sweet dessert,4,1,click,1784766416
157,user_042,burger in Whitefield,6,2,click,1782975215
158,user_008,pure veg thali in indiranagar under 300,1,2,order,1784721856
159,user_045,biryani without rice,7,1,click,1784559288
160,user_040,pure veg pizza in indiranagar under 300,2,2,click,1784373252
161,user_016,pure veg pizza in hsr layout under 250,2,1,add_to_cart,1785102792
162,user_023,bengali sweets special,8,2,click,1783331511
163,user_006,pure veg pizza in indiranagar under 250,2,2,click,1784217975
164,user_037,pizza under 250,2,1,click,1783796404
165,user_039,pizza under 300,2,1,click,1785084964
166,user_008,south indian under 350,7,3,click,1782881465
167,user_038,dosa in HSR Layout,7,1,add_to_cart,1783038914
168,user_034,pure veg pizza in indiranagar under 200,2,1,order,1784699339
169,user_038,pure veg pizza in hsr layout under 400,2,1,click,1785006261
170,user_002,hot spicy mutton,4,2,order,1784607058
171,user_046,pure veg pizza in indiranagar under 300,2,2,click,1784170171
172,user_009,tandoori chicken,3,1,order,1785324780
173,user_033,pure veg pizza in indiranagar under 250,2,1,click,1785131604
174,user_028,biryani in Koramangala,4,1,order,1784240719
175,user_027,pure veg thali in koramangala under 200,1,2,order,1784129955
176,user_010,Desserts restaurant,8,1,click,1783201761
177,user_028,chinese under 150,5,2,click,1785152725
178,user_022,sweet dessert,8,1,add_to_cart,1784593062
179,user_004,dosa without potato,5,4,add_to_cart,1783253669
180,user_010,south indian under 500,7,1,click,1784287621
181,user_008,Desserts food,8,1,order,1785171997
182,user_040,cheesy meal,2,1,add_to_cart,1782940575
183,user_049,burger without onion,6,4,add_to_cart,1782844746
184,user_037,biryani under 300,3,3,click,1782947722
185,user_027,Desserts dishes,8,1,add_to_cart,1784126238
186,user_037,KC Das Sweets,8,2,click,1783479361
187,user_044,peri peri french fries,6,3,order,1784856149
188,user_018,pure veg biryani in indiranagar under 200,4,2,add_to_cart,1784622325
189,user_044,hearty thali meal,1,1,click,1783744058
190,user_004,fast fud burger,6,1,click,1783394741
191,user_021,chinese in BTM Layout,5,1,order,1783556054
192,user_046,chiken biryani,3,4,click,1784484574
193,user_028,chicken fried rice,5,4,add_to_cart,1785234045
194,user_046,pure veg biryani in hsr layout under 200,4,2,click,1784517965
195,user_030,crispy breakfast,7,1,click,1784650838
196,user_028,chinese in HSR Layout,5,1,order,1784120522
197,user_022,dosa in Koramangala,7,2,click,1785044654
198,user_023,KC Das Sweets,8,4,click,1783250330
199,user_012,veg food under 500,1,3,click,1784891614
200,user_049,hyderabdi biryani,3,3,add_to_cart,1783452298
201,user_029,pure veg thali in koramangala under 300,1,2,click,1784295289
202,user_030,North Indian food,1,1,add_to_cart,1784023225
203,user_040,chinese under 150,5,1,order,1785253214
204,user_003,thali without rice,1,4,add_to_cart,1785356715
205,user_004,chinese under 300,5,2,click,1784935368
206,user_016,chicken fried rice,5,1,click,1784345435
207,user_025,dosa in BTM Layout,7,1,click,1784222758
208,user_017,dosa in BTM Layout,7,2,add_to_cart,1783160981
209,user_023,biryani under 300,3,1,click,1785314920
210,user_020,biryani under 150,3,1,click,1785026990
211,user_024,pure veg biryani in hsr layout under 400,4,1,click,1783717526
212,user_032,Truffles,6,2,click,1783142790
213,user_033,veg food under 200,1,2,add_to_cart,1783368796
214,user_011,south indian under 300,7,1,order,1783002396
215,user_047,hearty thali meal,1,2,add_to_cart,1784702077
216,user_020,burger in HSR Layout,8,1,click,1784361973
217,user_029,mutton dum biryany,4,1,order,1784928480
218,user_013,biryani under 350,3,2,add_to_cart,1783037994
219,user_036,Desserts restaurant,2,2,add_to_cart,1783170934
220,user_029,burger in Jayanagar,3,3,order,1783203811
221,user_029,dosa in Koramangala,1,2,order,1783042512
222,user_016,Desserts restaurant,8,2,add_to_cart,1783760920
223,user_042,biryani without chicken,4,1,click,1782979792
224,user_045,pure veg thali in koramangala under 300,1,1,order,1785400094
225,user_036,chinese under 300,7,1,click,1784027522
226,user_004,biryani under 250,3,1,click,1783284108
227,user_039,pure veg biryani in koramangala under 400,4,5,click,1784040820
228,user_023,sweet dessert platter,8,1,click,1783178227
229,user_005,Fast Food restaurant,1,4,order,1784791026
230,user_017,Desserts restaurant,8,2,click,1784265343
231,user_041,rich creamy paneer,1,3,click,1783005094
232,user_042,Chinese restaurant,5,1,order,1783583666
233,user_046,tandoori chicken,3,2,click,1784049924
234,user_003,biryani under 500,3,1,order,1785096772
235,user_049,steamed idli sambar,7,1,add_to_cart,1783019641
236,user_018,South Indian dishes,7,2,order,1784496949
237,user_022,Biryani restaurant,8,1,order,1784359901
238,user_018,pure veg thali in hsr layout under 400,1,1,click,1784625234
239,user_035,biryani under 400,3,2,click,1784194532
240,user_029,chinese in Whitefield,5,1,click,1784681023
241,user_047,chicken fried rice,6,4,order,1783970705
242,user_005,dal makhani,1,4,add_to_cart,1784971175
243,user_011,hearty thali meal,3,4,order,1782965094
244,user_050,dosa in HSR Layout,7,1,order,1785198333
245,user_024,pure veg biryani in indiranagar under 250,4,1,click,1785039852
246,user_042,North Indian restaurant,1,4,click,1783599479
247,user_036,Biryani dishes,3,1,order,1783719110
248,user_045,burger in BTM Layout,8,5,click,1783333515
249,user_029,gulab jamun,8,5,click,1784159585
250,user_005,desserts without sugar,8,3,add_to_cart,1783479761
251,user_041,burger without onion,6,1,click,1783328168
252,user_016,veg food under 300,1,1,add_to_cart,1785142871
253,user_036,pure veg pizza in koramangala under 300,2,3,click,1784116396
254,user_047,pizza without cheese,2,1,order,1785230444
255,user_005,hot spicy mutton,4,1,click,1785131471
256,user_050,biryani under 400,7,2,click,1783339906
257,user_011,burger in Whitefield,6,4,add_to_cart,1784995552
258,user_017,veg food under 150,1,2,click,1784089275
259,user_033,chinese under 150,5,2,click,1785357273
260,user_003,hyderabdi biryani,3,1,click,1783009817
261,user_037,CTR Shri Sagar,7,2,order,1782946165
262,user_035,rich gravy curry,1,5,order,1783846229
263,user_026,authentic sourdough crust,2,1,click,1783482174
264,user_030,pure veg thali in hsr layout under 300,1,1,add_to_cart,1784158447
265,user_026,Italian food,2,3,click,1784157606
266,user_018,biryani under 250,3,2,click,1783031390
267,user_040,Biryani restaurant,3,2,add_to_cart,1785242132
268,user_049,chinese under 400,5,2,order,1784113249
269,user_026,chinese under 150,5,1,click,1785265859
270,user_019,peri peri french fries,6,1,add_to_cart,1785070181
271,user_017,south indian under 250,7,3,add_to_cart,1783008897
272,user_036,shezwan hakka noodles,5,3,click,1784439601
273,user_036,Mainland China,5,3,click,1783224648
274,user_036,Chinese restaurant,3,4,click,1785346049
275,user_003,pure veg pizza in koramangala under 400,2,1,add_to_cart,1784806163
276,user_039,chinese under 300,3,1,add_to_cart,1785390531
277,user_040,pure veg biryani in koramangala under 200,4,3,add_to_cart,1784946970
278,user_032,chiken biryani,3,2,order,1782888917
279,user_008,refreshing cold dessert,5,2,click,1785322757
280,user_050,crunchy french fries,6,3,click,1785266611
281,user_041,pure veg pizza in indiranagar under 400,2,4,click,1783834983
282,user_013,chinese under 200,5,1,order,1783454285
283,user_027,pizza under 500,2,1,click,1783398296
284,user_021,sweet dessert,8,1,order,1784135110
285,user_035,pure veg thali in indiranagar under 250,1,2,add_to_cart,1785377983
286,user_018,biryani in Indiranagar,4,1,add_to_cart,1784031308
287,user_046,biryani without mutton,3,1,add_to_cart,1785169992
288,user_018,dosa without potato,7,1,order,1784266736
289,user_019,pizza under 300,2,1,add_to_cart,1784674596
290,user_031,Punjab Grill,1,2,add_to_cart,1783394901
291,user_038,thali without rice,1,1,click,1783795724
292,user_031,pizza without cheese,2,1,click,1785127482
293,user_027,veg food under 350,1,3,order,1783655715
294,user_021,burger in BTM Layout,6,1,click,1785227226
295,user_047,thali without rice,1,1,click,1784571873
296,user_003,veg food under 400,7,1,order,1783600584
297,user_003,chinese in BTM Layout,5,2,add_to_cart,1784012675
298,user_035,hot spicy mutton,4,1,order,1783963498
299,user_022,chinese under 200,5,2,add_to_cart,1783600112
300,user_037,biryani in Whitefield,4,1,click,1785381665
301,user_028,pure veg biryani in hsr layout under 200,4,1,order,1783219211
302,user_031,veg food under 300,1,1,click,1783912949
303,user_049,pure veg thali in hsr layout under 250,1,1,add_to_cart,1785262154
304,user_017,hyderabadi chicken biryani,3,2,click,1783315007
305,user_026,veg food under 350,1,2,click,1784056614
306,user_015,dosa in Koramangala,8,5,click,1784727455
307,user_024,indial thali veg,1,1,click,1783857082
308,user_006,bengali sweet,8,1,click,1785185432
309,user_033,chese burger,6,3,click,1784195362
310,user_008,pure veg pizza in hsr layout under 250,2,1,click,1784959806
311,user_030,dal makhani,1,1,order,1785184351
312,user_047,chinese in Whitefield,5,1,click,1783733081
313,user_028,margherita pizza,2,1,click,1783108624
314,user_003,pure veg thali in koramangala under 300,1,5,click,1784582262
315,user_029,Biryani food,7,3,order,1783155729
316,user_035,family biryani bucket,4,2,click,1783567709
317,user_034,pure veg biryani in koramangala under 200,4,1,click,1782914495
318,user_044,pure veg biryani in koramangala under 300,4,1,order,1783782417
319,user_010,Italian food,2,1,click,1784577559
320,user_016,schezwan hakka noodles,5,1,click,1784691646
321,user_004,thali without garlic,1,1,order,1784660280
322,user_049,biryani in Koramangala,1,2,click,1784932629
323,user_047,biryani in HSR Layout,4,2,click,1784084828
324,user_034,family biryani bucket,4,1,add_to_cart,1783074811
325,user_048,north indan thali,7,4,order,1783015783
326,user_043,hot spicy mutton,4,2,order,1784531500
327,user_012,Desserts dishes,8,2,click,1783764300
328,user_010,desserts without sugar,8,2,order,1784566097
329,user_025,south indian under 250,7,1,add_to_cart,1783150782
330,user_006,Desserts food,8,1,click,1783945146
331,user_039,indiranagar chinese,5,1,click,1785283641
332,user_014,sweet dessert,8,2,add_to_cart,1782883451
333,user_048,chinese under 400,5,1,click,1785354180
334,user_016,pure veg pizza in koramangala under 200,2,1,order,1784774733
335,user_020,Fast Food food,6,1,order,1783232729
336,user_031,dosa without potato,7,1,click,1784373986
337,user_037,margherita pizza,3,3,click,1783912902
338,user_038,peri peri fry,6,2,click,1783642024
339,user_037,Biryani food,3,1,add_to_cart,1783898443
340,user_047,pure veg pizza in indiranagar under 300,2,1,order,1783524760
341,user_011,Italian dishes,2,1,click,1785093023
342,user_034,garlic naan,1,1,click,1782845912
343,user_015,authentic hyderabadi taste,3,1,click,1783736513
344,user_004,Desserts restaurant,8,1,order,1782885120
345,user_002,mutton dum biryani,4,1,add_to_cart,1782891038
346,user_044,noodles without eggs,5,2,click,1783223106
347,user_013,burger in HSR Layout,6,2,add_to_cart,1783940378
348,user_024,veg food under 150,8,1,click,1783766450
349,user_042,veg food under 150,1,1,click,1784518997
350,user_031,noddles chinese,5,2,click,1783165947
351,user_042,pure veg thali in koramangala under 250,1,1,click,1783782847
352,user_037,pizza without chicken,2,3,click,1783995106
353,user_043,hyderabdi biryani,3,2,click,1783688021
354,user_046,Olio Pizza,2,1,add_to_cart,1783500502
355,user_025,shezwan hakka noodles,5,1,order,1783406132
356,user_047,biryani without mutton,3,2,click,1783228860
357,user_022,cold coffee,6,1,add_to_cart,1782943396
358,user_032,pure veg biryani in indiranagar under 250,4,2,order,1783598177
359,user_025,family biryani bucket,4,4,click,1783127446
360,user_041,biryani without chicken,4,2,add_to_cart,1784332023
361,user_020,chicken tikka pizza,2,1,click,1783374911
362,user_036,dosa south indian,7,2,click,1783195025
363,user_039,chinese under 150,5,1,order,1782870897
364,user_050,Biryani dishes,3,1,click,1784416042
365,user_020,dosa in Jayanagar,7,4,click,1783520455
366,user_020,pure veg pizza in indiranagar under 200,2,1,add_to_cart,1783874842
367,user_041,dosa without potato,7,5,order,1783267811
368,user_026,chicken tikka pizza,2,4,add_to_cart,1784665565
369,user_039,light south indian breakfast,7,1,click,1784828249
370,user_021,pure veg pizza in koramangala under 200,2,1,click,1784186002
371,user_024,pure veg biryani in koramangala under 200,4,1,click,1785126420
372,user_014,desserts without sugar,8,1,click,1784535201
373,user_041,veg food under 300,1,1,click,1784593864
374,user_029,gulab jamun,8,2,order,1785060436
375,user_027,pizza without chicken,2,1,click,1783277865
376,user_043,rich creamy paneer,1,1,order,1784209954
377,user_007,pure veg pizza in koramangala under 250,2,3,click,1784961068
378,user_038,dosa south indian,7,1,order,1784388308
379,user_044,CTR Shri Sagar,7,3,add_to_cart,1782922160
380,user_027,biryani in Whitefield,2,1,click,1783413365
381,user_030,Chinese dishes,5,1,add_to_cart,1784816307
382,user_021,pure veg biryani in indiranagar under 250,4,2,click,1782913865
383,user_007,bengali sweets special,8,2,click,1784983372
384,user_022,veg food under 350,1,3,click,1784518029
385,user_041,pizza under 400,2,2,click,1785394888
386,user_038,pure veg biryani in indiranagar under 250,4,3,click,1783682259
387,user_005,thali without garlic,1,1,add_to_cart,1784186416
388,user_017,south indian under 200,7,1,add_to_cart,1785323014
389,user_038,pure veg biryani in koramangala under 200,4,2,order,1785408543
390,user_046,refreshing cold dessert,8,3,click,1784132733
391,user_008,chinese in Whitefield,5,5,order,1784573358
392,user_025,margherita pisa,2,1,click,1785146609
393,user_009,burger in BTM Layout,6,1,click,1784325056
394,user_009,pure veg biryani in indiranagar under 300,4,3,order,1784535170
395,user_046,pure veg biryani in indiranagar under 200,4,1,click,1783165882
396,user_015,Empire Restaurant,4,4,click,1785074030
397,user_030,Koramangala Punjab Grill,1,3,click,1785221273
398,user_035,KC Das Sweets,8,1,click,1784670362
399,user_007,pure veg thali in indiranagar under 200,1,2,add_to_cart,1782954321
400,user_006,Italian restaurant,2,2,click,1783699429
401,user_045,steamed idly,7,1,click,1785403462
402,user_014,pizza under 500,2,4,add_to_cart,1785322539
403,user_046,South Indian food,7,1,click,1783387838
404,user_004,pure veg thali in hsr layout under 200,3,3,click,1783866359
405,user_016,South Indian food,7,1,order,1783415448
406,user_041,dosa in Jayanagar,7,4,click,1783209604
407,user_018,Punjab Grill,1,1,order,1784866143
408,user_050,paneer butter masala,1,1,order,1784321632
409,user_026,chiken biryani,3,4,click,1784894121
410,user_022,dosa in BTM Layout,7,1,order,1784260885
411,user_004,Mainland China,5,1,click,1783340225
412,user_029,veg food under 350,1,4,click,1783372420
413,user_011,burger in Whitefield,5,4,click,1784330912
414,user_043,Desserts restaurant,3,2,click,1784481514
415,user_045,fried rice without pork,5,2,click,1783218366
416,user_038,chinese under 250,5,1,click,1782852953
417,user_028,veg food under 250,1,1,click,1783779409
418,user_007,burger without mayo,6,1,add_to_cart,1783394298
419,user_009,Olio Pizza,2,2,click,1785044249
420,user_042,spicy noodles,5,2,click,1783454046
421,user_044,sweet dessert platter,8,3,click,1783240518
422,user_038,biryani under 250,3,3,order,1784138260
423,user_018,biryani in Indiranagar,4,1,add_to_cart,1782931646
424,user_020,rich creamy paneer,1,1,order,1784058730
425,user_032,burger in HSR Layout,6,1,order,1785310259
426,user_024,mutton dum biryani,3,1,order,1785203097
427,user_044,paner butter masala,1,1,click,1782889137
428,user_017,mutton dum biryani,4,3,order,1784944015
429,user_033,biryani without chicken,4,1,order,1783164864
430,user_040,pisa under 300,2,1,add_to_cart,1783150577
431,user_010,pizza under 500,2,1,click,1784120082
432,user_016,curry without dairy,1,2,order,1783305619
433,user_004,indial thali veg,1,2,click,1782872257
434,user_001,burger without onion,6,1,add_to_cart,1783519430
435,user_050,Punjab Grill,2,1,click,1784224275
436,user_034,burger in Jayanagar,6,2,order,1784728374
437,user_032,dal makhani,3,1,add_to_cart,1783478942
438,user_037,biryani under 200,3,3,click,1784953303
439,user_016,mutton dum biryani,4,2,order,1783448637
440,user_036,steamed idli sambar,7,1,click,1784168872
441,user_021,dosa without potato,7,1,add_to_cart,1783319940
442,user_012,mishti doi,8,5,order,1783108235
443,user_050,dosa in BTM Layout,7,1,click,1785138970
444,user_013,Desserts food,8,1,click,1784764986
445,user_050,pure veg thali in indiranagar under 300,1,3,click,1782845887
446,user_015,masala dosa,7,4,add_to_cart,1782825269
447,user_048,Desserts dishes,8,5,click,1785041340
448,user_032,pure veg pizza in indiranagar under 200,3,2,add_to_cart,1783209319
449,user_027,pure veg biryani in indiranagar under 400,4,1,order,1783175243
450,user_009,pure veg thali in koramangala under 400,1,1,click,1785301727
451,user_043,pure veg thali in koramangala under 250,4,3,add_to_cart,1783913812
452,user_045,pure veg biryani in koramangala under 200,4,2,add_to_cart,1784718141
453,user_013,cold coffee,6,1,click,1783262297
454,user_021,pure veg pizza in koramangala under 300,2,4,click,1784714614
455,user_008,biryani in Jayanagar,4,1,click,1783720999
456,user_010,South Indian restaurant,7,1,add_to_cart,1784481106
457,user_020,hearty thali meal,1,1,click,1784515280
458,user_048,dosa south indian,7,1,order,1783246567
459,user_008,veg food under 300,1,1,click,1783650167
460,user_044,Desserts restaurant,8,1,add_to_cart,1783133656
461,user_009,pure veg pizza in hsr layout under 250,2,1,click,1782998218
462,user_011,peri peri french fries,7,2,order,1784900041
463,user_023,south indian under 350,7,2,add_to_cart,1783992932
464,user_003,chinese under 300,5,2,add_to_cart,1784911640
465,user_031,chese burger,6,5,order,1783394746
466,user_034,hot spicy mutton,4,1,order,1784325362
467,user_023,pure veg biryani in indiranagar under 300,6,1,order,1783953426
468,user_039,North Indian dishes,1,3,click,1784797524
469,user_038,Truffles,3,1,click,1783858724
470,user_035,dosa in Jayanagar,7,5,click,1785233764
471,user_023,Biryani dishes,3,1,click,1783811304
472,user_045,sweets without dairy,8,5,add_to_cart,1785200039
473,user_013,hyderabdi biryani,3,1,add_to_cart,1783555475
474,user_004,chinese under 150,5,4,click,1785027222
475,user_040,South Indian dishes,7,1,add_to_cart,1783563457
476,user_004,South Indian food,7,5,click,1785026577
477,user_024,gulab jamun,8,1,click,1784230776
478,user_011,south indian under 250,7,2,order,1784149920
479,user_045,sweet dessert,6,5,click,1785289372
480,user_020,Desserts dishes,8,1,click,1783564499
481,user_037,burger without onion,6,2,click,1785345738
482,user_015,spicy noodles,5,2,order,1783409038
483,user_016,cold coffee,6,1,click,1783191280
484,user_041,spicy schezwan gravy,5,2,order,1782866933
485,user_045,biryani in Indiranagar,4,2,click,1782824510
486,user_011,pure veg pizza in indiranagar under 200,8,4,order,1784292307
487,user_031,veg food under 200,1,1,click,1784711973
488,user_002,biryani in Whitefield,4,1,click,1784252784
489,user_011,Desserts dishes,8,4,add_to_cart,1785310681
490,user_046,pure veg thali in hsr layout under 300,1,4,order,1783478078
491,user_027,chinese under 400,5,1,add_to_cart,1784066525
492,user_026,peri peri french fries,6,2,click,1783047746
493,user_006,pure veg biryani in koramangala under 250,4,1,click,1783225929
494,user_006,chinese in BTM Layout,5,1,add_to_cart,1784486235
495,user_017,family biryani bucket,4,1,click,1784375309
496,user_012,Desserts food,8,1,order,1784769731
497,user_037,dosa in Jayanagar,7,2,click,1784261102
498,user_049,pure veg thali in hsr layout under 200,1,1,order,1785011005
499,user_044,pisa under 300,8,5,click,1784816725
500,user_046,pure veg pizza in koramangala under 200,2,5,click,1784702546
501,user_014,pizza under 350,2,2,click,1784594900
502,user_041,biryani under 500,3,1,add_to_cart,1783100205
503,user_021,noddles chinese,8,1,click,1785283609
504,user_008,pure veg pizza in indiranagar under 200,2,3,click,1783262201
